Category,Date,Title,Source,Link,Sentiment
news,2024-10-27 22:27:00,"Boeing plans to launch effort to raise over $15 billion in capital as early as Monday, source says",Reuters,https://finance.yahoo.com/news/boeing-plans-launch-effort-raise-022717807.html,-0.572
news,2024-10-27 08:03:00,Boeing Co (BA): Among the Best Dow Stocks to Buy According to Analysts,Insider Monkey,https://finance.yahoo.com/news/boeing-co-ba-among-best-120326426.html,4.497
news,2024-10-26 14:16:00,BA vs. LMT: Which Aerospace Stock Is Flying Higher?,TipRanks,https://finance.yahoo.com/news/ba-vs-lmt-aerospace-stock-181606309.html,3.784
news,2024-10-26 10:00:00,Watch: Elon Musk does video call with airline CEO on flight using Starlink Wi-Fi,Fox Business,https://finance.yahoo.com/news/watch-elon-musk-does-video-140019561.html,1.677
news,2024-10-26 09:00:00,"Meta's private jet tracker crackdown, Google earnings, and Elon Musk's promises: Tech news roundup",Quartz,https://qz.com/meta-facebook-google-earnings-elon-musk-tesla-apple-1851681626,0.839
news,2024-10-26 08:00:00,Boeing Raises Doubts About Its Future in the Space Business,Bloomberg,https://finance.yahoo.com/news/boeing-raises-doubts-future-space-120000125.html,-2.992
news,2024-10-26 05:00:00,"Politics and E.coli at McDonald's, Tesla is back, American Airlines vs. Boeing: The week's most popular",Quartz,https://qz.com/mcdonalds-trump-ecoli-tesla-stock-boeing-american-1851681448,1.625
news,2024-10-26 02:00:00,Boeing Workers Hate Their 401(k)s. They Have a Point.,Barrons.com,https://finance.yahoo.com/m/fe0f44bc-e436-3301-b595-2f07dcfa6857/boeing-workers-hate-their.html,0.636
news,2024-10-25 21:00:00,What Went So Wrong With Boeing?,The Wall Street Journal,https://finance.yahoo.com/m/28068dfa-5515-365b-8625-c120fef18cd9/what-went-so-wrong-with.html,1.484
news,2024-10-25 17:20:00,"Boeing may put its iconic space business up for sale and had talks with Jeff Bezoss Blue Origin, report says",Fortune,https://finance.yahoo.com/news/boeing-may-put-iconic-space-212046759.html,-0.431
news,2024-10-25 16:08:00,Is This Recent IPO The Next Darling Of The Aerospace Sector?,Investor's Business Daily,https://finance.yahoo.com/m/88f9398e-f8df-330d-a9d7-ce4e80c0ba9a/is-this-recent-ipo-the-next.html,0.077
news,2024-10-25 15:03:00,Boeing Weighs Options for Troubled Starliner Space Program,Bloomberg,https://finance.yahoo.com/news/boeing-rises-report-exploring-sale-170115024.html,-0.757
news,2024-10-25 14:05:00,Boeing is looking for an escape hatch from the space business,Quartz,https://qz.com/boeing-nasa-space-business-1851681727,1.649
news,2024-10-25 13:45:00,Boeing Plans To Sell Off Major Assets As The Company Scrambles To Remain Profitable And Stay Competitive In A Tough Market,Benzinga,https://finance.yahoo.com/news/boeing-plans-sell-off-major-174517806.html,0.942
news,2024-10-25 13:32:00,American Airlines CEO is clearly exasperated when asked about BoeingI look forward to the day when theyre not just a distraction,Fortune,https://finance.yahoo.com/news/american-airlines-ceo-clearly-exasperated-173232442.html,-0.619
news,2024-10-25 13:22:00,Boeing Is Dealing With a Strike. What It Means for Inflation and the Economy.,Barrons.com,https://finance.yahoo.com/m/5b1841ce-5f68-39b4-b57e-82db86ffa832/boeing-is-dealing-with-a.html,2.843
news,2024-10-25 12:36:00,Boeing Stock Moves Up on Space-Business Report,The Wall Street Journal,https://finance.yahoo.com/m/e13ce4c9-7752-3d96-adb5-2494c000cfbf/boeing-stock-moves-up-on.html,0.226
news,2024-10-25 12:26:00,"Boeing exploring sale of its space business, WSJ reports",Reuters,https://finance.yahoo.com/news/boeing-explores-sale-space-business-162604851.html,-0.232
news,2024-10-25 11:59:00,"US October nonfarm payrolls seen taking a hit from striking aerospace, hotel workers",Reuters,https://finance.yahoo.com/news/striking-boeing-workers-likely-weigh-155936069.html,-2.074
news,2024-10-25 09:00:00,"Boeing Reports $6B Q3 Loss: 'This Is The Bottom,' Says Analyst",Benzinga,https://finance.yahoo.com/news/boeing-reports-6b-q3-loss-130018322.html,-2.506
news,2024-10-25 08:20:00,Norwegian Air Shuttle Cuts Fleet Growth Expectation Due to Boeing Strike,The Wall Street Journal,https://finance.yahoo.com/m/0ff325d9-f231-3969-afd5-490801d77ba4/norwegian-air-shuttle-cuts.html,0.427
news,2024-10-25 07:57:00,Morgan Stanley sees more downside risk for Boeing stock,Investing.com,https://finance.yahoo.com/news/morgan-stanley-sees-more-downside-115717107.html,-5
news,2024-10-25 06:06:00,Union's rejection of Boeing offer threatens jobs at aerospace suppliers,Reuters,https://finance.yahoo.com/news/unions-rejection-boeing-offer-threatens-100636511.html,-4.461
news,2024-10-24 22:46:00,Q3 2024 Honeywell International Inc Earnings Call,Thomson Reuters StreetEvents,https://finance.yahoo.com/news/q3-2024-honeywell-international-inc-024609230.html,5
news,2024-10-24 18:51:00,"White House urges Boeing, striking union to work to reach deal",Reuters,https://finance.yahoo.com/news/white-house-urges-boeing-striking-225135346.html,0.962
news,2024-10-24 17:24:00,"Machinists union rejects Boeing contract offer, extending strike",Fox Business,https://finance.yahoo.com/news/machinists-union-rejects-boeing-contract-212447836.html,-4.0
news,2024-10-24 16:27:00,"Boeing Workers Reject a $23,000 Raise. What Comes Next.",Barrons.com,https://finance.yahoo.com/m/6107b1c5-40fa-33d6-9007-e6079159c34e/boeing-workers-reject-a.html,-1.102
news,2024-10-24 15:49:00,Vote to continue strike exposes Boeing workers' anger over lost pensions,Associated Press Finance,https://finance.yahoo.com/news/vote-continue-strike-exposes-boeing-194953608.html,-1.814
news,2024-10-24 13:20:00,Boeing (BA): Labor Strikes and Financial Struggles Impact Dow Performance,Insider Monkey,https://www.insidermonkey.com/blog/boeing-ba-labor-strikes-and-financial-struggles-impact-dow-performance-1379434/,3.799
news,2024-10-24 13:18:00,American Air CEO Wishes Boeing Wasnt Just a Distraction,Bloomberg,https://finance.yahoo.com/news/american-airlines-ceo-wishes-boeing-wasnt-just-a-distraction-122349199.html,1.361
news,2024-10-24 13:15:00,Boeings Extended Strike Risks Credit Downgrade,The Wall Street Journal,https://finance.yahoo.com/m/608d02d1-6991-3235-9bd7-fe23eab28712/boeing%E2%80%99s-extended-strike.html,-1.583
news,2024-10-24 12:17:00,Boeing strike continues after machinists reject 35% pay hike offer,FreightWaves,https://finance.yahoo.com/news/boeing-strike-continues-machinists-reject-161756183.html,-0.488
news,2024-10-24 09:37:00,Boeing CEOs Effort to Rebuild Planemaker Suffers Strike Setback,Bloomberg,https://finance.yahoo.com/news/boeing-workers-spurn-latest-offer-030736348.html,-2.616
news,2024-10-24 09:30:00,American Airlines is fed up with Boeing,Quartz,https://qz.com/american-airlines-boeing-deliveries-isom-strike-1851680100,0.268
news,2024-10-24 09:23:00,Unemployment Claims Fall Unexpectedly,Investopedia,https://www.investopedia.com/unemployment-claims-fall-unexpectedly-8733397,0.039
