Category,Date,Title,Source,Link,Sentiment
news,11:26AM,DJT stock skyrockets following Donald Trump's MSG rally as election looms,finance.yahoo.com,https://finance.yahoo.com/news/djt-stock-skyrockets-following-donald-trumps-msg-rally-as-election-looms-152436775.html,0.96
news,11:19AM,Trader Seeks €37.5 Million Payday on Faster ECB Rate Reductions,www.bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-28/trader-seeks-37-5-million-payday-on-faster-ecb-rate-reductions,0.884
news,11:11AM,Caffè Nero buys 200 Degrees coffee brand,www.bbc.com,https://www.bbc.com/news/articles/clyrknd0n94o,0.978
news,11:08AM,Morgan Stanley Says Best of Bond Rally Is Over for El Salvador,www.bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-28/morgan-stanley-says-best-of-bond-rally-is-over-for-el-salvador,0.884
news,11:06AM,Wall Street sees Trump advancing in the polls: Market expert Jeff Sica,www.foxbusiness.com,https://www.foxbusiness.com/video/6363873443112,0.813
news,10:54AM,Cucinelli Says Luxury Group’s Go-Slow Approach in China Will Help Protect Brand,www.bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-28/cucinelli-says-go-slow-approach-in-china-to-help-luxury-group-retain-its-cachet,0.884
news,10:52AM,"Bitcoin Traders Refocus on $70,000 With Cash Flowing Into ETFs",www.bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-28/bitcoin-traders-refocus-on-70-000-with-cash-flowing-into-etfs,0.884
news,10:29AM,"Janus, Columbia Eye Beaten-Down Mortgage Debt Ahead of Elections",www.bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-28/janus-columbia-eye-beaten-down-mortgage-debt-ahead-of-elections,0.884
news,10:17AM,Oil prices plunge after Israel's limited retaliatory attack on Iran,foxbusiness.com,https://foxbusiness.com/markets/oil-prices-plunge-after-israels-limited-retaliatory-attack-iran,-0.981
news,09:53AM,"Yardeni Sees Bond Vigilantes Mustering as US, UK Prep Debt Sales",www.bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-28/yardeni-sees-bond-vigilantes-mustering-as-us-uk-prep-debt-sales,0.884
news,09:52AM,"Stock market today: Dow, S&P 500, Nasdaq gain to kick off busy week of key data, Big Tech earnings",finance.yahoo.com,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-gain-to-kick-off-busy-week-of-key-data-big-tech-earnings-133028353.html,0.888
blogs,11:25PM,"""Six Ways From Sunday"" And The Continuity Of Government",www.zerohedge.com,https://www.zerohedge.com/political/six-days-sunday-and-continuity-government-last-refuge,0.759
blogs,11:00PM,Real Estate Bubbles: Where Rent Prices Are Going Up Or Down,www.zerohedge.com,https://www.zerohedge.com/personal-finance/real-estate-bubbles-where-rent-prices-are-going-or-down,-0.685
blogs,10:35PM,After The Deluge,www.zerohedge.com,https://www.zerohedge.com/political/after-deluge,0.47
blogs,10:10PM,Trump Election Odds Near 67% As Polymarket Whale Bets Another $2M,www.zerohedge.com,https://www.zerohedge.com/political/trump-election-odds-near-67-polymarket-whale-bets-another-2m,0.992
blogs,09:45PM,Supreme Court Passes On 2nd Amendment Challenge To Federal Gun Law,www.zerohedge.com,https://www.zerohedge.com/political/supreme-court-passes-2nd-amendment-challenge-federal-gun-law,0.963
blogs,09:20PM,Overton Window Shifts Towards Liberty,www.zerohedge.com,https://www.zerohedge.com/political/overton-window-shift-towards-liberty,0.974
blogs,08:55PM,"Michigan's Early Voters Brave Long Lines, Break Records",www.zerohedge.com,https://www.zerohedge.com/political/michigans-early-voters-brave-long-lines-break-records,0.989
blogs,08:36PM,"Poll Shocker: Trump Ahead in Latest New Hampshire Poll, Why He Might Win",mishtalk.com,https://mishtalk.com/politics/poll-shocker-trump-ahead-in-latest-new-hampshire-poll-why-he-might-win/,1.0
blogs,08:05PM,Virginia Asks US Supreme Court To Allow Its Removal Of Non-Citizens From Voter Rolls,www.zerohedge.com,https://www.zerohedge.com/political/virginia-asks-us-supreme-court-allow-its-removal-non-citizens-voter-rolls,-0.99
blogs,07:40PM,Trade Data Reveals Indian Biotech Firm Supplying US AI Chips To Russia,www.zerohedge.com,https://www.zerohedge.com/technology/trade-data-reveals-indian-biotech-firm-supplying-us-ai-chips-russia,0.542
blogs,07:19PM,"Tuesday: Case-Shiller House Prices, Job Openings",www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/tuesday-case-shiller-house-prices-job.html,0.709
blogs,06:50PM,NATO Chief Says North Korean Troops Are Helping Regain Territory In Russia's Kursk,www.zerohedge.com,https://www.zerohedge.com/geopolitical/nato-chief-says-north-korean-troops-are-helping-regain-territory-russias-kursk,-0.962
blogs,06:00PM,The Golden Rule Is Real,dailyreckoning.com,https://dailyreckoning.com/the-golden-rule-is-real/,1.0
blogs,05:59PM,"Mortgage Rates Hit 7.0 Percent Again, Where to from Here?",mishtalk.com,https://mishtalk.com/economics/mortgage-rates-hit-7-0-percent-again-where-to-from-here/,0.999
blogs,04:18PM,Indices Gap Higher But Fail To Build On Opening,www.markets.fallondpicks.com,https://www.markets.fallondpicks.com/2024/10/indices-gap-higher-but-fail-to-build-on.html,0.977
blogs,04:04PM,Employment Report Forecasts,www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/employment-report-forecasts.html,-0.904
blogs,03:13PM,A Woman’s Right to Decide  . . .,angrybearblog.com,https://angrybearblog.com/2024/10/a-womans-right-to-decide,0.991
blogs,02:27PM,WEC Energy: 3 Reasons Why The Stock Isn't A Sell Going Into Q3 Earnings,seekingalpha.com,https://seekingalpha.com/article/4730159-wec-energy-reasons-why-stock-isnt-sell-going-into-q3-earnings?source=feed_tag_editors_picks,0.982
blogs,02:15PM,A Proposal to Address the Housing Crisis,angrybearblog.com,https://angrybearblog.com/2024/10/a-proposal-to-address-the-housing-crisis,0.995
blogs,01:38PM,Trump Will Raise Taxes and Increase the Price of Goods,mishtalk.com,https://mishtalk.com/economics/trump-will-raise-taxes-and-increase-the-price-of-goods/,0.996
blogs,01:06PM,Monday links: the right balance,abnormalreturns.com,https://abnormalreturns.com/2024/10/28/monday-links-the-right-balance/,0.995
blogs,12:44PM,Programming note,angrybearblog.com,https://angrybearblog.com/2024/10/programming-note-3,0.913
blogs,11:02AM,A Proposal to Address the Housing Crisis,www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/a-proposal-to-address-housing-crisis.html,-0.942
blogs,10:14AM,"Second Quarter 2024, U.S Manufacturing Report",angrybearblog.com,https://angrybearblog.com/2024/10/second-quarter-2024-u-s-manufacturing-report,0.999
blogs,09:37AM,Adviser links: serving Boomers,abnormalreturns.com,https://abnormalreturns.com/2024/10/28/adviser-links-serving-boomers/,0.986
blogs,09:31AM,Elon Musk can’t do arithmetic,angrybearblog.com,https://angrybearblog.com/2024/10/elon-musk-cant-do-arithmetic,0.74
blogs,08:30AM,"Transcript: Toto Wolff, Mercedes-AMG PETRONAS F1 Team",ritholtz.com,https://ritholtz.com/2024/10/transcript-toto-wolff-mercedes/,1.0
blogs,08:30AM,Are Bond Market Yields Rising Due to a Surge in Trump’s Election Odds?,mishtalk.com,https://mishtalk.com/economics/are-bond-market-yields-rising-due-to-a-surge-in-trumps-election-odds/,0.999
blogs,08:11AM,"Housing Oct 28th Weekly Update: Inventory Down 0.2% Week-over-week, Up 31.2% Year-over-year",www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/housing-oct-28th-weekly-update.html,0.7
blogs,07:43AM,Busy Week Of Economic Reports Scheduled Ahead Of The Election,www.capitalspectator.com,https://www.capitalspectator.com/busy-week-of-economic-reports-scheduled-ahead-of-the-election/,0.993
blogs,07:30AM,Vance . . . Trump administration would end funding to Planned Parenthood,angrybearblog.com,https://angrybearblog.com/2024/10/vance-says-trump-administration-would-end-funding-to-planned-parenthood,0.992
blogs,07:00AM,Are immigrants taking jobs from ‘native’ U.S. workers?,angrybearblog.com,https://angrybearblog.com/2024/10/are-immigrants-taking-jobs-from-native-u-s-workers,0.546
blogs,06:43AM,Macro Briefing: 28 October 2024,www.capitalspectator.com,https://www.capitalspectator.com/macro-briefing-28-october-2024/,0.919
blogs,06:36AM,Crispr Therapeutics: Poised For A Major Turnaround,seekingalpha.com,https://seekingalpha.com/article/4730040-crispr-therapeutics-poised-for-a-major-turnaround?source=feed_tag_editors_picks,0.8
blogs,Oct-27,Bearish Pressure Remains Despite Bright Start,www.markets.fallondpicks.com,https://www.markets.fallondpicks.com/2024/10/bearish-pressure-remains-despite-bright.html,0.864
blogs,Oct-27,"I Challenge Nate Silver to an Election Bet, Winnings Go to Charity",mishtalk.com,https://mishtalk.com/economics/i-challenge-nate-silver-to-an-election-bet-winnings-go-to-charity/,0.999
blogs,Oct-27,Sunday Night Futures,www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/sunday-night-futures_27.html,0.382
blogs,Oct-27,Overcoming Emotional Trading in Real Time,traderfeed.blogspot.com,https://traderfeed.blogspot.com/2024/10/overcoming-emotional-trading-in-real.html,0.987
blogs,Oct-27,New Deal democrats Weekly Indicators for October 21 – 25,angrybearblog.com,https://angrybearblog.com/2024/10/new-deal-democrats-weekly-indicators-for-october-21-25,0.96
blogs,Oct-27,Canvassing and the Election,angrybearblog.com,https://angrybearblog.com/2024/10/canvassing-and-the-election,-0.851
blogs,Oct-27,"Regulators Take Over First National Bank of Lindsay, Fraud Suspected",mishtalk.com,https://mishtalk.com/economics/regulators-take-over-first-national-bank-of-lindsay-fraud-suspected/,0.995
blogs,Oct-27,"After Pandemic, Health Insurance for Those Losing Medicaid Results in Employer Coverage",angrybearblog.com,https://angrybearblog.com/2024/10/after-pandemic-health-insurance-for-those-losing-medicaid-results-in-employer-coverage,0.3
blogs,Oct-27,Sunday links: controlling your vote,abnormalreturns.com,https://abnormalreturns.com/2024/10/27/sunday-links-controlling-your-vote/,0.993
blogs,Oct-27,CES Strike Report: Strikes will Negatively Impact October Employment,www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/ces-strike-report-strikes-will.html,-0.807
blogs,Oct-27,Top clicks this week on Abnormal Returns,abnormalreturns.com,https://abnormalreturns.com/2024/10/27/top-clicks-this-week-on-abnormal-returns-771/,0.988
blogs,Oct-26,King Biden and Queen Harris Overrule Supreme Court on Student Debt Forgiveness,mishtalk.com,https://mishtalk.com/economics/king-biden-and-queen-harris-overrule-supreme-court-on-student-debt-forgiveness/,-0.994
blogs,Oct-26,"Real Estate Newsletter Articles this Week: New Home Sales Increase to 738,000 Annual Rate in September",www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/real-estate-newsletter-articles-this_01548028902.html,-0.459
blogs,Oct-26,"The Housing Boom Economists Expected in 2024, Was a Bust",mishtalk.com,https://mishtalk.com/economics/the-housing-boom-economists-expected-in-2024-was-a-bust/,-0.998
blogs,Oct-26,The Last Train to Palookaville,dailyreckoning.com,https://dailyreckoning.com/the-last-train-to-palookaville/,0.988
blogs,Oct-26,Saturday links: a ruthless meritocracy,abnormalreturns.com,https://abnormalreturns.com/2024/10/26/saturday-links-a-ruthless-meritocracy/,0.99
blogs,Oct-26,"Schedule for Week of October 27, 2024",www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/schedule-for-week-of-october-27-2024.html,-0.718
blogs,Oct-25,October 25th COVID Update: Wastewater Measure Continues to Decline,www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/october-25th-covid-update-wastewater.html,-0.533
blogs,Oct-25,The Greatest Political Experiment of Our Age,dailyreckoning.com,https://dailyreckoning.com/the-greatest-political-experiment-of-our-age/,0.998
blogs,Oct-25,"NYT Has Another Great Poll for Trump, Tipping Point is Immigration",mishtalk.com,https://mishtalk.com/economics/nyt-has-another-great-poll-for-trump-tipping-point-is-immigration/,-1.0
blogs,Oct-25,"Undercovered Dozen: CorMedix, Cabaletta, Skyx Platforms, Dynex Capital +",seekingalpha.com,https://seekingalpha.com/article/4729666-undercovered-dozen-cormedix-cabaletta-skyx-platforms-dynex-capital-plus?source=feed_tag_editors_picks,0.657
blogs,Oct-25,Durable Goods Orders Plunge 0.8 Percent With Steep Negative Revisions,mishtalk.com,https://mishtalk.com/economics/durable-goods-orders-plunge-0-8-percent-with-steep-negative-revisions/,-0.969
blogs,Oct-25,Philly Fed: State Coincident Indexes Increased in 34 States in September (3-Month Basis),www.calculatedriskblog.com,http://www.calculatedriskblog.com/2024/10/philly-fed-state-coincident-indexes.html,0.708
blogs,Oct-25,"MiB: Toto Wolff, Mercedes-AMG PETRONAS F1 Team",ritholtz.com,https://ritholtz.com/2024/10/mib-toto-wolff-mercedes/,0.999
blogs,Oct-25,Rocket Lab And Snap Inc: 2 'Bond-Like' Option Trade Ideas Yielding 10%+,seekingalpha.com,https://seekingalpha.com/article/4729629-rocket-lab-and-snap-inc-2-bond-like-option-trade-ideas-yielding-10-percent-plus?source=feed_tag_editors_picks,0.13
blogs,Oct-25,Friday links: an unusual market,abnormalreturns.com,https://abnormalreturns.com/2024/10/25/friday-links-an-unusual-market/,0.995
blogs,Oct-25,Tiny Powell Industries Is Pursuing A Pivotal Role In Some Hot Growth Markets,seekingalpha.com,https://seekingalpha.com/article/4729552-tiny-powell-industries-is-pursuing-a-pivotal-role-in-some-hot-growth-markets?source=feed_tag_editors_picks,-0.407
blogs,Oct-25,Podcast links: the podcast election,abnormalreturns.com,https://abnormalreturns.com/2024/10/25/podcast-links-the-podcast-election/,0.982
blogs,Oct-24,The Green New Scam Is Dying,dailyreckoning.com,https://dailyreckoning.com/the-green-new-scam-is-dying/,0.982
blogs,Oct-24,The Year Global Warming Ends,dailyreckoning.com,https://dailyreckoning.com/the-year-global-warming-ends/,0.965
blogs,Oct-24,Devil's Advocate - The Bearish Case,www.markets.fallondpicks.com,https://www.markets.fallondpicks.com/2024/10/devils-advocate-bearish-case.html,0.904
blogs,Oct-24,Thursday links: the worst investment strategy,abnormalreturns.com,https://abnormalreturns.com/2024/10/24/thursday-links-the-worst-investment-strategy/,0.981
blogs,Oct-24,On The Road Again…,www.capitalspectator.com,https://www.capitalspectator.com/on-the-road-again-4/,0.88
blogs,Oct-24,Why Inflation is Killing Kamala,dailyreckoning.com,https://dailyreckoning.com/why-inflation-is-killing-kamala/,0.994
blogs,Oct-24,Longform links: a bedtime story for capitalists,abnormalreturns.com,https://abnormalreturns.com/2024/10/24/longform-links-a-bedtime-story-for-capitalists/,0.99
blogs,Oct-24,Macro Briefing: 24 October 2024,www.capitalspectator.com,https://www.capitalspectator.com/macro-briefing-24-october-2024/,0.807
blogs,Oct-23,"Silver, the A-Bomb, and Russia",dailyreckoning.com,https://dailyreckoning.com/silver-the-a-bomb-and-russia/,0.996
blogs,Oct-23,Wednesday links: avoiding losses,abnormalreturns.com,https://abnormalreturns.com/2024/10/23/wednesday-links-avoiding-losses/,0.986
blogs,Oct-23,Strong US Growth Still Expected For Next Week’s Q3 GDP Report,www.capitalspectator.com,https://www.capitalspectator.com/strong-us-growth-still-expected-for-next-weeks-q3-gdp-report/,0.981
blogs,Oct-23,Macro Briefing: 23 October 2024,www.capitalspectator.com,https://www.capitalspectator.com/macro-briefing-23-october-2024/,0.991
blogs,Oct-22,What Went Wrong With Capitalism?,dailyreckoning.com,https://dailyreckoning.com/what-went-wrong-with-capitalism/,-0.996
blogs,Oct-22,Russell 2000 ($IWM) Loses Breakout Support But Finds 20-day MA,www.markets.fallondpicks.com,https://www.markets.fallondpicks.com/2024/10/russell-2000-iwm-loses-breakout-support.html,0.988
blogs,Oct-22,"First Gold, Then…",dailyreckoning.com,https://dailyreckoning.com/first-gold-then/,0.999
blogs,Oct-22,Has The Bond Market Rally Peaked?,www.capitalspectator.com,https://www.capitalspectator.com/has-the-bond-market-rally-peaked/,-0.782
blogs,Oct-22,Macro Briefing: 22 October 2024,www.capitalspectator.com,https://www.capitalspectator.com/macro-briefing-22-october-2024/,-0.293
